lemma_,count,pos,lemma,freq,number_of_meanings,pos_fr,etymology,age
zirconium@NOUN,306,NOUN,zirconium,5.827966996238137e-07,1.0,substantif,1816.0,204.0
fission@NOUN,1277,NOUN,fission,2.4321287105216013e-06,1.0,substantif,1939.0,81.0
radioactif@ADJ,3513,ADJ,radioactif,6.690734659406724e-06,1.0,adjectif,1898.0,122.0
neutron@NOUN,2951,NOUN,neutron,5.620369479051876e-06,1.0,substantif,1899.0,121.0
transistor@NOUN,701,NOUN,transistor,1.3350996288767757e-06,2.0,substantif,1948.0,72.0
télécommunications@NOUN,5387,NOUN,télécommunications,1.025988830350812e-05,1.0,substantif,1904.0,116.0
clémentine@NOUN,735,NOUN,clémentine,1.3998548177238661e-06,1.0,substantif,1902.0,118.0
diagnostique@VERB,384,VERB,diagnostique,7.313527210965506e-07,3.0,verbe,1832.0,188.0
contracter@VERB,4893,VERB,contracter,9.319033500847451e-06,6.0,verbe,1732.0,288.0
salésien@NOUN,225,NOUN,salésien,4.285269850175101e-07,1.0,substantif,1610.0,410.0
silencieux@ADJ,2965,ADJ,silencieux,5.647033380341855e-06,8.0,adjectif,1527.0,493.0
mensuel@ADJ,9790,ADJ,mensuel,1.8645685259206328e-05,1.0,adjectif,1795.0,225.0
dominicain@ADJ,4493,ADJ,dominicain,8.557207749705212e-06,1.0,adjectif,1870.0,150.0
steeple@NOUN,833,NOUN,steeple,1.586502126753715e-06,1.0,substantif,1793.0,227.0
asiatique@ADJ,9500,ADJ,asiatique,1.8093361589628202e-05,2.0,adjectif,1550.0,470.0
pianiste@NOUN,6904,NOUN,pianiste,1.3149112464715064e-05,1.0,substantif,1807.0,213.0
autodidacte@NOUN,1808,NOUN,autodidacte,3.4434523951629255e-06,2.0,substantif,1557.0,463.0
dormant@NOUN,778,NOUN,dormant,1.481751085971657e-06,4.0,substantif,1950.0,70.0
oscar@NOUN,7215,NOUN,oscar,1.3741431986228155e-05,1.0,substantif,1928.0,92.0
déportation@NOUN,6320,NOUN,déportation,1.2036846868047393e-05,2.0,substantif,1508.0,512.0
concentration@NOUN,18088,NOUN,concentration,3.4449760466652095e-05,1.0,substantif,1674.0,346.0
agissement@NOUN,1548,NOUN,agissement,2.948265656920469e-06,1.0,substantif,1819.0,201.0
gang@NOUN,4367,NOUN,gang,8.317232638095406e-06,1.0,substantif,1632.0,388.0
orthopédique@ADJ,331,ADJ,orthopédique,6.304108090702036e-07,1.0,adjectif,1771.0,249.0
rallye@NOUN,7804,NOUN,rallye,1.4863220404785104e-05,3.0,substantif,1877.0,143.0
junior@NOUN,4904,NOUN,junior,9.339983709003864e-06,1.0,substantif,1650.0,370.0
césure@NOUN,404,NOUN,césure,7.694440086536625e-07,2.0,substantif,1537.0,483.0
scandinave@ADJ,2929,ADJ,scandinave,5.578469062739053e-06,1.0,adjectif,1756.0,264.0
copilote@NOUN,1288,NOUN,copilote,2.4530789186780133e-06,1.0,substantif,1927.0,93.0
victime@VERB,8885,VERB,victime,1.6922054497247008e-05,9.0,verbe,1613.0,407.0
suffixe@NOUN,9282,NOUN,suffixe,1.767816655525568e-05,7.0,substantif,1809.0,211.0
catcheur@NOUN,3728,NOUN,catcheur,7.100216000645678e-06,1.0,substantif,1949.0,71.0
mini@NOUN,2412,NOUN,mini,4.593809279387708e-06,2.0,substantif,1893.0,127.0
scolaire@ADJ,25497,ADJ,scolaire,4.856067794218424e-05,1.0,adjectif,1807.0,213.0
chartiste@NOUN,141,NOUN,chartiste,2.685435772776396e-07,1.0,substantif,1814.0,206.0
archéologue@NOUN,7731,NOUN,archéologue,1.4724187205201646e-05,1.0,substantif,1812.0,208.0
cantal@NOUN,1330,NOUN,cantal,2.5330706225479485e-06,1.0,substantif,1643.0,377.0
récifal@ADJ,314,ADJ,récifal,5.980332146466584e-07,1.0,adjectif,1908.0,112.0
îlot@NOUN,5220,NOUN,îlot,9.941826052406233e-06,3.0,substantif,1529.0,491.0
ajoute@NOUN,5503,NOUN,ajoute,1.0480817771339369e-05,6.0,substantif,1799.0,221.0
anglican@ADJ,961,ADJ,anglican,1.8302863671192318e-06,2.0,adjectif,1535.0,485.0
évangélisation@NOUN,2218,NOUN,évangélisation,4.224323790083721e-06,1.0,substantif,1845.0,175.0
imbriquer@VERB,1013,VERB,imbriquer,1.929323714767723e-06,1.0,verbe,1891.0,129.0
vecteur@NOUN,6988,NOUN,vecteur,1.3309095872454934e-05,3.0,substantif,1596.0,424.0
ion@NOUN,5620,NOUN,ion,1.0703651803548473e-05,2.0,substantif,1834.0,186.0
valence@NOUN,535,NOUN,valence,1.018941942152746e-06,5.0,substantif,1839.0,181.0
diélectrique@NOUN,198,NOUN,diélectrique,3.7710374681540886e-07,2.0,substantif,1890.0,130.0
réducteur@NOUN,927,NOUN,réducteur,1.7655311782721414e-06,2.0,substantif,1542.0,478.0
oxyde@NOUN,3920,NOUN,oxyde,7.465892361193953e-06,6.0,substantif,1787.0,233.0
polémique@NOUN,9260,NOUN,polémique,1.763626613894286e-05,3.0,substantif,1578.0,442.0
hellénique@ADJ,838,ADJ,hellénique,1.596024948642993e-06,1.0,adjectif,1762.0,258.0
lexical@ADJ,1240,ADJ,lexical,2.361659828540944e-06,3.0,adjectif,1804.0,216.0
koinè@NOUN,112,NOUN,koinè,2.1331121031982722e-07,2.0,substantif,1913.0,107.0
phonème@NOUN,1349,NOUN,phonème,2.5692573457272048e-06,1.0,substantif,1873.0,147.0
néologisme@NOUN,1523,NOUN,néologisme,2.9006515474740794e-06,2.0,substantif,1734.0,286.0
cristalliser@VERB,1032,VERB,cristalliser,1.9655104379469796e-06,5.0,verbe,1620.0,400.0
parcimonie@NOUN,363,NOUN,parcimonie,6.913568691615829e-07,1.0,substantif,1507.0,513.0
puriste@NOUN,336,NOUN,puriste,6.399336309594817e-07,1.0,substantif,1586.0,434.0
emblématique@ADJ,6630,ADJ,emblématique,1.262726182518263e-05,2.0,adjectif,1564.0,456.0
romantisme@NOUN,2667,NOUN,romantisme,5.079473195740886e-06,3.0,substantif,1804.0,216.0
patrie@NOUN,7939,NOUN,patrie,1.5120336595795611e-05,5.0,substantif,1516.0,504.0
puriste@ADJ,168,ADJ,puriste,3.1996681547974084e-07,1.0,adjectif,1586.0,434.0
libertaire@ADJ,2896,ADJ,libertaire,5.5156184382698185e-06,4.0,adjectif,1858.0,162.0
exubérance@NOUN,373,NOUN,exubérance,7.104025129401389e-07,2.0,substantif,1561.0,459.0
incurie@NOUN,189,NOUN,incurie,3.5996266741470843e-07,1.0,substantif,1611.0,409.0
dialectal@ADJ,1122,ADJ,dialectal,2.1369212319539834e-06,1.0,adjectif,1870.0,150.0
hydrocarbure@NOUN,2663,NOUN,hydrocarbure,5.071854938229463e-06,1.0,substantif,1809.0,211.0
gazier@NOUN,520,NOUN,gazier,9.903734764849122e-07,6.0,substantif,1865.0,155.0
pipeline@NOUN,958,NOUN,pipeline,1.824572673985665e-06,2.0,substantif,1885.0,135.0
survie@NOUN,8166,NOUN,survie,1.5552672709568832e-05,2.0,substantif,1544.0,476.0
concocter@VERB,322,VERB,concocter,6.132697296695033e-07,3.0,verbe,1950.0,70.0
galaxie@NOUN,7568,NOUN,galaxie,1.4413743211611183e-05,1.0,substantif,1557.0,463.0
jungle@NOUN,3690,NOUN,jungle,7.027842554287165e-06,4.0,substantif,1777.0,243.0
scanner@NOUN,530,NOUN,scanner,1.009419120263468e-06,1.0,substantif,1927.0,93.0
capitation@NOUN,316,NOUN,capitation,6.018423434023697e-07,3.0,substantif,1584.0,436.0
superposer@VERB,3343,VERB,superposer,6.366958715171271e-06,2.0,verbe,1762.0,258.0
cotation@NOUN,965,NOUN,cotation,1.8379046246306542e-06,5.0,substantif,1527.0,493.0
fripon@NOUN,114,NOUN,fripon,2.1712033907553844e-07,6.0,substantif,1547.0,473.0
collaborateur@NOUN,14777,NOUN,collaborateur,2.8143747811572206e-05,2.0,substantif,1755.0,265.0
autorisation@NOUN,16503,NOUN,autorisation,3.143102592775097e-05,3.0,substantif,1593.0,427.0
profiteur@NOUN,208,NOUN,profiteur,3.961493905939649e-07,3.0,substantif,1636.0,384.0
saisie@NOUN,3179,NOUN,saisie,6.054610157202953e-06,5.0,substantif,1506.0,514.0
deuxièmement@ADV,932,ADV,deuxièmement,1.7750540001614194e-06,1.0,adverbe,1740.0,280.0
troisièmement@ADV,292,ADV,troisièmement,5.561327983338353e-07,1.0,adverbe,1584.0,436.0
équitable@ADJ,2291,ADJ,équitable,4.36335698966718e-06,2.0,adjectif,1512.0,508.0
stagnation@NOUN,943,NOUN,stagnation,1.796004208317831e-06,2.0,substantif,1741.0,279.0
prélèvement@NOUN,2807,NOUN,prélèvement,5.34611220864067e-06,2.0,substantif,1767.0,253.0
allusion@NOUN,8345,NOUN,allusion,1.5893589733204983e-05,1.0,substantif,1574.0,446.0
approximatif@ADJ,1848,ADJ,approximatif,3.5196349702771493e-06,1.0,adjectif,1795.0,225.0
chinois@NOUN,18509,NOUN,chinois,3.525158206972931e-05,1.0,substantif,1605.0,415.0
légitimité@NOUN,4715,NOUN,légitimité,8.980021041589155e-06,4.0,substantif,1694.0,326.0
fiscalité@NOUN,5171,NOUN,fiscalité,9.848502397891309e-06,3.0,substantif,1749.0,271.0
absolutisme@NOUN,716,NOUN,absolutisme,1.3636680945446098e-06,1.0,substantif,1797.0,223.0
contrebandier@NOUN,709,NOUN,contrebandier,1.3503361438996205e-06,2.0,substantif,1715.0,305.0
trio@NOUN,9909,NOUN,trio,1.8872328420171143e-05,3.0,substantif,1582.0,438.0
ionien@ADJ,528,ADJ,ionien,1.005609991507757e-06,2.0,adjectif,1529.0,491.0
perse@NOUN,7867,NOUN,perse,1.4983207960590008e-05,2.0,substantif,1560.0,460.0
ionien@NOUN,739,NOUN,ionien,1.4074730752352885e-06,2.0,substantif,1529.0,491.0
berne@NOUN,343,NOUN,berne,6.532655816044709e-07,1.0,substantif,1676.0,344.0
phocéen@NOUN,320,NOUN,phocéen,6.094606009137921e-07,2.0,substantif,1732.0,288.0
préférable@ADJ,2033,ADJ,préférable,3.8719793801804355e-06,1.0,adjectif,1516.0,504.0
indiscipline@NOUN,445,NOUN,indiscipline,8.475311481457421e-07,6.0,substantif,1501.0,519.0
lesbien@NOUN,1909,NOUN,lesbien,3.635813397326341e-06,3.0,substantif,1640.0,380.0
esclavage@NOUN,9134,NOUN,esclavage,1.7396291027333052e-05,9.0,substantif,1599.0,421.0
carthaginois@NOUN,1186,NOUN,carthaginois,2.258813352136742e-06,1.0,substantif,1732.0,288.0
phénicien@NOUN,1275,NOUN,phénicien,2.4283195817658905e-06,2.0,substantif,1690.0,330.0
phocéen@ADJ,343,ADJ,phocéen,6.532655816044709e-07,2.0,adjectif,1732.0,288.0
officialiser@VERB,5739,VERB,officialiser,1.093029496451329e-05,1.0,verbe,1949.0,71.0
contrebande@NOUN,2012,NOUN,contrebande,3.831983528245468e-06,3.0,substantif,1520.0,500.0
carrossier@NOUN,743,NOUN,carrossier,1.415091332746711e-06,3.0,substantif,1589.0,431.0
locomotif@ADJ,829,ADJ,locomotif,1.5788838692422926e-06,1.0,adjectif,1583.0,437.0
pamphlétaire@NOUN,245,NOUN,pamphlétaire,4.666182725746221e-07,1.0,substantif,1790.0,230.0
entraîneur@NOUN,38628,NOUN,entraîneur,7.356951278780613e-05,2.0,substantif,1828.0,192.0
stage@NOUN,9525,NOUN,stage,1.8140975699074594e-05,2.0,substantif,1630.0,390.0
contestataire@NOUN,370,NOUN,contestataire,7.046888198065721e-07,1.0,substantif,1968.0,52.0
déboulonner@VERB,132,VERB,déboulonner,2.5140249787693924e-07,2.0,verbe,1867.0,153.0
roumain@NOUN,3005,NOUN,roumain,5.723215955456079e-06,1.0,substantif,1836.0,184.0
référendum@NOUN,6046,NOUN,référendum,1.1514996228514959e-05,1.0,substantif,1750.0,270.0
rattachement@NOUN,4137,NOUN,rattachement,7.879182831188618e-06,4.0,substantif,1845.0,175.0
autodétermination@NOUN,1287,NOUN,autodétermination,2.4511743543001574e-06,1.0,substantif,1907.0,113.0
fjord@NOUN,1425,NOUN,fjord,2.7140042384442303e-06,1.0,substantif,1829.0,191.0
conteste@NOUN,1118,NOUN,conteste,2.1293029744425612e-06,6.0,substantif,1587.0,433.0
préfixe@NOUN,2171,NOUN,préfixe,4.134809264324508e-06,4.0,substantif,1681.0,339.0
sélénium@NOUN,501,NOUN,sélénium,9.541867533056557e-07,1.0,substantif,1818.0,202.0
aéronautique@ADJ,6330,ADJ,aéronautique,1.2055892511825949e-05,2.0,adjectif,1784.0,236.0
réorganiser@VERB,5285,VERB,réorganiser,1.0065622736966848e-05,1.0,verbe,1791.0,229.0
japonais@NOUN,15937,NOUN,japonais,3.03530424898847e-05,1.0,substantif,1580.0,440.0
scooter@NOUN,351,NOUN,scooter,6.685020966273157e-07,1.0,substantif,1919.0,101.0
rationnement@NOUN,610,NOUN,rationnement,1.1617842704919162e-06,1.0,substantif,1846.0,174.0
stock@NOUN,5495,NOUN,stock,1.0465581256316523e-05,3.0,substantif,1611.0,409.0
slogan@NOUN,4567,NOUN,slogan,8.698145513666526e-06,1.0,substantif,1842.0,178.0
japonais@ADJ,44453,ADJ,japonais,8.466360028881499e-05,1.0,adjectif,1580.0,440.0
automobile@NOUN,8788,NOUN,automobile,1.6737311752595014e-05,3.0,substantif,1866.0,154.0
berline@NOUN,2175,NOUN,berline,4.142427521835931e-06,3.0,substantif,1670.0,350.0
confortablement@ADV,503,ADV,confortablement,9.57995882061367e-07,1.0,adverbe,1817.0,203.0
synergie@NOUN,1093,NOUN,synergie,2.081688864996171e-06,2.0,substantif,1778.0,242.0
motocyclette@NOUN,603,NOUN,motocyclette,1.148452319846927e-06,1.0,substantif,1898.0,122.0
autorail@NOUN,1555,NOUN,autorail,2.9615976075654585e-06,1.0,substantif,1928.0,92.0
entrainement@NOUN,3806,NOUN,entrainement,7.248772022118415e-06,2.0,substantif,1719.0,301.0
électrogène@ADJ,585,ADJ,électrogène,1.1141701610455263e-06,2.0,adjectif,1834.0,186.0
traction@NOUN,5861,NOUN,traction,1.1162651818611673e-05,4.0,substantif,1515.0,505.0
boxer@VERB,107,VERB,boxer,2.0378838843054923e-07,6.0,verbe,1519.0,501.0
compétitif@ADJ,2902,ADJ,compétitif,5.527045824536952e-06,1.0,adjectif,1829.0,191.0
investisseur@NOUN,6218,NOUN,investisseur,1.1842581301506123e-05,1.0,substantif,1960.0,60.0
kurde@NOUN,962,NOUN,kurde,1.8321909314970875e-06,1.0,substantif,1695.0,325.0
terroriste@NOUN,3080,NOUN,terroriste,5.866058283795249e-06,2.0,substantif,1794.0,226.0
hélicoptère@NOUN,9448,NOUN,hélicoptère,1.7994324241979712e-05,2.0,substantif,1862.0,158.0
restaurant@NOUN,17019,NOUN,restaurant,3.241378114672446e-05,6.0,substantif,1507.0,513.0
chinois@ADJ,41643,ADJ,chinois,7.931177438704077e-05,1.0,adjectif,1605.0,415.0
reconversion@NOUN,1831,NOUN,reconversion,3.487257375853604e-06,1.0,substantif,1874.0,146.0
automatique@ADJ,11384,ADJ,automatique,2.1681560877508152e-05,6.0,adjectif,1751.0,269.0
agressif@ADJ,5792,ADJ,agressif,1.1031236876539637e-05,1.0,adjectif,1793.0,227.0
riposter@VERB,666,VERB,riposter,1.2684398756518299e-06,3.0,verbe,1645.0,375.0
pistolet@NOUN,5895,NOUN,pistolet,1.1227407007458763e-05,10.0,substantif,1546.0,474.0
déplacement@NOUN,18489,NOUN,déplacement,3.5213490782172196e-05,4.0,substantif,1550.0,470.0
fragmentation@NOUN,1886,NOUN,fragmentation,3.592008416635662e-06,1.0,substantif,1840.0,180.0
prioritaire@ADJ,3001,ADJ,prioritaire,5.7155976979446564e-06,2.0,adjectif,1948.0,72.0
équipier@NOUN,3087,NOUN,équipier,5.879390234440238e-06,2.0,substantif,1870.0,150.0
cinématique@NOUN,717,NOUN,cinématique,1.3655726589224655e-06,1.0,substantif,1836.0,184.0
console@NOUN,9228,NOUN,console,1.757532007885148e-05,7.0,substantif,1565.0,455.0
débloquer@VERB,2232,VERB,débloquer,4.2509876913737e-06,5.0,verbe,1550.0,470.0
dynamique@ADJ,8215,ADJ,dynamique,1.5645996364083758e-05,6.0,adjectif,1692.0,328.0
bouleversement@NOUN,2609,NOUN,bouleversement,4.969008461825261e-06,2.0,substantif,1579.0,441.0
solidifier@VERB,727,VERB,solidifier,1.3846183027010214e-06,2.0,verbe,1783.0,237.0
télédiffusion@NOUN,419,NOUN,télédiffusion,7.980124743214965e-07,1.0,substantif,1958.0,62.0
star@NOUN,11089,NOUN,star,2.111971438604075e-05,1.0,substantif,1824.0,196.0
maillot@NOUN,15131,NOUN,maillot,2.8817963601333087e-05,1.0,substantif,1538.0,482.0
canadien@NOUN,9127,NOUN,canadien,1.7382959076688063e-05,1.0,substantif,1732.0,288.0
colossal@ADJ,1161,ADJ,colossal,2.211199242690352e-06,2.0,adjectif,1596.0,424.0
éliminatoire@ADJ,5937,ADJ,éliminatoire,1.1307398711328698e-05,4.0,adjectif,1836.0,184.0
récolter@VERB,7883,VERB,récolter,1.5013680990635696e-05,2.0,verbe,1742.0,278.0
surclasser@VERB,866,VERB,surclasser,1.64935275122295e-06,1.0,verbe,1899.0,121.0
irréversible@ADJ,1265,ADJ,irréversible,2.4092739379873344e-06,1.0,adjectif,1892.0,128.0
solde@VERB,3148,VERB,solde,5.9955686614894296e-06,4.0,verbe,1527.0,493.0
géographie@NOUN,10336,NOUN,géographie,1.9685577409515484e-05,8.0,substantif,1513.0,507.0
siennois@ADJ,266,ADJ,siennois,5.066141245095897e-07,1.0,adjectif,1559.0,461.0
folle@NOUN,655,NOUN,folle,1.2474896674954182e-06,4.0,substantif,1553.0,467.0
primer@VERB,3061,VERB,primer,5.829871560615992e-06,4.0,verbe,1626.0,394.0
chronologie@NOUN,3504,NOUN,chronologie,6.673593580006023e-06,2.0,substantif,1550.0,470.0
ton@NOUN,15941,NOUN,ton,3.0360660747396122e-05,9.0,substantif,1771.0,249.0
cramoisir@VERB,164,VERB,cramoisir,3.1234855796831845e-07,1.0,verbe,1573.0,447.0
recomposer@VERB,711,VERB,recomposer,1.3541452726553318e-06,3.0,verbe,1545.0,475.0
ailer@VERB,1639,VERB,ailer,3.121581015305329e-06,1.0,verbe,1550.0,470.0
coma@NOUN,2555,NOUN,coma,4.866161985421059e-06,1.0,substantif,1658.0,362.0
élastique@ADJ,1561,ADJ,élastique,2.973024993832592e-06,3.0,adjectif,1690.0,330.0
suggestif@ADJ,583,ADJ,suggestif,1.110361032289815e-06,1.0,adjectif,1650.0,370.0
fougueux@ADJ,442,ADJ,fougueux,8.418174550121753e-07,1.0,adjectif,1550.0,470.0
cultural@ADJ,630,ADJ,cultural,1.1998755580490282e-06,1.0,adjectif,1853.0,167.0
monographie@NOUN,2932,NOUN,monographie,5.58418275587262e-06,2.0,substantif,1800.0,220.0
yougoslave@ADJ,3212,ADJ,yougoslave,6.117460781672188e-06,1.0,adjectif,1851.0,169.0
londonien@NOUN,1093,NOUN,londonien,2.081688864996171e-06,1.0,substantif,1867.0,153.0
victorien@ADJ,998,ADJ,victorien,1.9007552490998892e-06,3.0,adjectif,1913.0,107.0
auditorium@NOUN,1944,NOUN,auditorium,3.702473150551287e-06,1.0,substantif,1866.0,154.0
bob@NOUN,1506,NOUN,bob,2.868273953050534e-06,2.0,substantif,1950.0,70.0
bobsleigh@NOUN,606,NOUN,bobsleigh,1.1541660129804938e-06,2.0,substantif,1848.0,172.0
anecdote@NOUN,4243,NOUN,anecdote,8.081066655241312e-06,2.0,substantif,1654.0,366.0
identifiable@ADJ,1870,ADJ,identifiable,3.5615353865899724e-06,1.0,adjectif,1905.0,115.0
caudal@ADJ,346,ADJ,caudal,6.589792747380376e-07,1.0,adjectif,1800.0,220.0
délimitation@NOUN,2030,NOUN,délimitation,3.866265687046868e-06,1.0,substantif,1773.0,247.0
encoche@NOUN,618,NOUN,encoche,1.177020785514761e-06,7.0,substantif,1561.0,459.0
gestation@NOUN,1791,NOUN,gestation,3.41107480073938e-06,2.0,substantif,1537.0,483.0
escorter@VERB,3375,VERB,escorter,6.4279047752626505e-06,2.0,verbe,1530.0,490.0
appât@NOUN,940,NOUN,appât,1.7902905151842642e-06,3.0,substantif,1549.0,471.0
barreur@NOUN,971,NOUN,barreur,1.8493320108977879e-06,2.0,substantif,1752.0,268.0
coéquipier@ADJ,1384,ADJ,coéquipier,2.6359170989521506e-06,1.0,adjectif,1907.0,113.0
rationaliser@VERB,902,VERB,rationaliser,1.7179170688257514e-06,1.0,verbe,1826.0,194.0
home@NOUN,2841,NOUN,home,5.41086739748776e-06,4.0,substantif,1807.0,213.0
terrorisme@NOUN,5111,NOUN,terrorisme,9.734228535219973e-06,2.0,substantif,1794.0,226.0
psychologue@NOUN,3850,NOUN,psychologue,7.332572854744061e-06,3.0,substantif,1760.0,260.0
inacceptable@ADJ,1244,ADJ,inacceptable,2.369278086052367e-06,1.0,adjectif,1779.0,241.0
pragmatisme@NOUN,591,NOUN,pragmatisme,1.1255975473126597e-06,1.0,substantif,1877.0,143.0
normalité@NOUN,361,NOUN,normalité,6.875477404058717e-07,1.0,substantif,1834.0,186.0
fragmentaire@ADJ,1075,ADJ,fragmentaire,2.04740670619477e-06,1.0,adjectif,1801.0,219.0
concurrencer@VERB,3688,VERB,concurrencer,7.0240334255314535e-06,1.0,verbe,1868.0,152.0
internationale@NOUN,3525,NOUN,internationale,6.713589431940991e-06,3.0,substantif,1780.0,240.0
off@ADJ,6305,ADJ,off,1.2008278402379559e-05,7.0,adjectif,1944.0,76.0
handball@NOUN,4060,NOUN,handball,7.732531374093737e-06,1.0,substantif,1930.0,90.0
napoléonien@ADJ,4523,ADJ,napoléonien,8.61434468104088e-06,1.0,adjectif,1809.0,211.0
personnaliser@VERB,2270,VERB,personnaliser,4.3233611377322125e-06,4.0,verbe,1704.0,316.0
sélectionne@VERB,878,VERB,sélectionne,1.672207523757217e-06,1.0,verbe,1866.0,154.0
informe@NOUN,939,NOUN,informe,1.7883859508064086e-06,4.0,substantif,1691.0,329.0
archaïque@ADJ,2996,ADJ,archaïque,5.706074876055378e-06,1.0,adjectif,1776.0,244.0
slave@ADJ,4549,ADJ,slave,8.663863354865126e-06,1.0,adjectif,1573.0,447.0
derby@NOUN,3060,NOUN,derby,5.827966996238137e-06,3.0,substantif,1780.0,240.0
traditionnellement@ADV,8013,ADV,traditionnellement,1.5261274359756924e-05,1.0,adverbe,1780.0,240.0
international@NOUN,9168,NOUN,international,1.7461046216180142e-05,1.0,substantif,1780.0,240.0
rechargeable@ADJ,486,ADJ,rechargeable,9.256182876378218e-07,1.0,adjectif,1964.0,56.0
réversible@ADJ,1179,ADJ,réversible,2.2454814014917527e-06,4.0,adjectif,1610.0,410.0
gaspillage@NOUN,861,NOUN,gaspillage,1.639829929333672e-06,1.0,substantif,1732.0,288.0
classifier@VERB,1136,VERB,classifier,2.163585133243962e-06,1.0,verbe,1550.0,470.0
polluant@ADJ,1296,ADJ,polluant,2.468315433700858e-06,3.0,adjectif,1970.0,50.0
diode@NOUN,1140,NOUN,diode,2.1712033907553843e-06,1.0,substantif,1919.0,101.0
éolienne@NOUN,1094,NOUN,éolienne,2.0835934293740265e-06,2.0,substantif,1794.0,226.0
proliférer@VERB,559,VERB,proliférer,1.0646514872212806e-06,1.0,verbe,1859.0,161.0
zinc@NOUN,2637,NOUN,zinc,5.022336264405218e-06,4.0,substantif,1666.0,354.0
stocker@VERB,4310,VERB,stocker,8.208672468557637e-06,2.0,verbe,1700.0,320.0
manufacturer@VERB,386,VERB,manufacturer,7.351618498522617e-07,1.0,verbe,1538.0,482.0
réactif@NOUN,1161,NOUN,réactif,2.211199242690352e-06,5.0,substantif,1740.0,280.0
polarisation@NOUN,1460,NOUN,polarisation,2.780663991669176e-06,4.0,substantif,1811.0,209.0
hydrogène@NOUN,6598,NOUN,hydrogène,1.256631576509125e-05,8.0,substantif,1787.0,233.0
cathode@NOUN,589,NOUN,cathode,1.1217884185569486e-06,1.0,substantif,1834.0,186.0
dépolarisation@NOUN,179,NOUN,dépolarisation,3.4091702363615246e-07,1.0,substantif,1838.0,182.0
oxyder@VERB,929,VERB,oxyder,1.7693403070278527e-06,1.0,verbe,1787.0,233.0
nitrique@ADJ,505,ADJ,nitrique,9.61805010817078e-07,2.0,adjectif,1787.0,233.0
rugueux@ADJ,921,ADJ,rugueux,1.754103792005008e-06,2.0,adjectif,1520.0,500.0
détachement@NOUN,8382,NOUN,détachement,1.596405861518564e-05,2.0,substantif,1606.0,414.0
bulle@NOUN,9736,NOUN,bulle,1.8542838782802126e-05,15.0,substantif,1590.0,430.0
électrode@NOUN,1901,NOUN,électrode,3.620576882303496e-06,1.0,substantif,1834.0,186.0
polarité@NOUN,713,NOUN,polarité,1.3579544014110429e-06,1.0,substantif,1646.0,374.0
terminologie@NOUN,2403,NOUN,terminologie,4.576668199987008e-06,4.0,substantif,1764.0,256.0
électrolytique@ADJ,233,ADJ,électrolytique,4.4376350004035486e-07,1.0,adjectif,1838.0,182.0
voltage@NOUN,331,NOUN,voltage,6.304108090702036e-07,2.0,substantif,1890.0,130.0
anode@NOUN,561,NOUN,anode,1.0684606159769917e-06,1.0,substantif,1834.0,186.0
oxydation@NOUN,2369,NOUN,oxydation,4.511913011139917e-06,2.0,substantif,1788.0,232.0
électron@NOUN,6077,NOUN,électron,1.1574037724228483e-05,1.0,substantif,1902.0,118.0
électrolyte@NOUN,335,NOUN,électrolyte,6.380290665816261e-07,1.0,substantif,1834.0,186.0
dan@NOUN,1755,NOUN,dan,3.3425104831365783e-06,1.0,substantif,1953.0,67.0
henry@NOUN,9313,NOUN,henry,1.7737208050969207e-05,1.0,substantif,1902.0,118.0
contenu@ADJ,1504,ADJ,contenu,2.8644648242948227e-06,4.0,adjectif,1892.0,128.0
répertorier@VERB,6078,VERB,répertorier,1.1575942288606338e-05,1.0,verbe,1906.0,114.0
spectral@ADJ,2175,ADJ,spectral,4.142427521835931e-06,1.0,adjectif,1856.0,164.0
salariat@NOUN,247,NOUN,salariat,4.704274013303333e-07,2.0,substantif,1845.0,175.0
aristocrate@NOUN,3672,NOUN,aristocrate,6.993560395485764e-06,4.0,substantif,1550.0,470.0
talentueux@ADJ,2904,ADJ,talentueux,5.530854953292663e-06,1.0,adjectif,1857.0,163.0
consensus@NOUN,4042,NOUN,consensus,7.698249215292337e-06,1.0,substantif,1866.0,154.0
caractérisation@NOUN,1400,NOUN,caractérisation,2.6663901289978406e-06,1.0,substantif,1840.0,180.0
démarrage@NOUN,3330,NOUN,démarrage,6.342199378259149e-06,3.0,substantif,1702.0,318.0
géologique@ADJ,9102,ADJ,géologique,1.7335344967241675e-05,1.0,adjectif,1797.0,223.0
calcaire@ADJ,5020,ADJ,calcaire,9.560913176835113e-06,3.0,adjectif,1751.0,269.0
miocène@NOUN,917,NOUN,miocène,1.7464855344935855e-06,1.0,substantif,1834.0,186.0
homogène@ADJ,719,ADJ,homogène,1.3693817876781766e-06,5.0,adjectif,1516.0,504.0
sédiment@NOUN,4988,NOUN,sédiment,9.499967116743734e-06,2.0,substantif,1564.0,456.0
hydrographique@ADJ,4633,ADJ,hydrographique,8.823846762604997e-06,1.0,adjectif,1551.0,469.0
biologique@ADJ,13785,ADJ,biologique,2.625441994873945e-05,2.0,adjectif,1832.0,188.0
floristique@ADJ,1564,ADJ,floristique,2.9787386869661587e-06,1.0,adjectif,1931.0,89.0
boisement@NOUN,816,NOUN,boisement,1.5541245323301698e-06,1.0,substantif,1723.0,297.0
pinède@NOUN,589,NOUN,pinède,1.1217884185569486e-06,1.0,substantif,1842.0,178.0
