lemma_,count,pos,lemma,freq,number_of_meanings,pos_fr,etymology,age
salon@NOUN,31950,NOUN,salon,6.085083187248643e-05,6.0,substantif,1550.0,470.0
humoriste@NOUN,2731,NOUN,humoriste,5.201365315923644e-06,2.0,substantif,1578.0,442.0
caricaturiste@NOUN,983,NOUN,caricaturiste,1.872186783432055e-06,1.0,substantif,1803.0,217.0
dessinateur@NOUN,9436,NOUN,dessinateur,1.7971469469445444e-05,2.0,substantif,1667.0,353.0
humoristique@ADJ,5340,ADJ,humoristique,1.0170373777748906e-05,1.0,adjectif,1801.0,219.0
organiser@VERB,107773,VERB,organiser,0.0002052606166946316,4.0,verbe,1510.0,510.0
humoriste@ADJ,185,ADJ,humoriste,3.5234440990328604e-07,2.0,adjectif,1578.0,442.0
comité@NOUN,70991,NOUN,comité,0.0001352069297483469,2.0,substantif,1652.0,368.0
mondial@ADJ,168240,ADJ,mondial,0.0003204239109304262,1.0,adjectif,1550.0,470.0
gus@NOUN,341,NOUN,gus,6.494564528487597e-07,1.0,substantif,1954.0,66.0
édition@NOUN,117755,NOUN,édition,0.00022427197831438622,2.0,substantif,1550.0,470.0
débuter@VERB,24321,VERB,débuter,4.6320910233826054e-05,3.0,verbe,1547.0,473.0
clan@NOUN,16609,NOUN,clan,3.163290975180367e-05,3.0,substantif,1750.0,270.0
marginaliser@VERB,1162,VERB,marginaliser,2.2131038070682073e-06,2.0,verbe,1964.0,56.0
plan@NOUN,122133,NOUN,plan,0.00023261016116063801,1.0,substantif,1553.0,467.0
gouvernemental@ADJ,13421,ADJ,gouvernemental,2.556115851520001e-05,2.0,adjectif,1801.0,219.0
confessionnel@ADJ,979,ADJ,confessionnel,1.8645685259206327e-06,1.0,adjectif,1863.0,157.0
sectarisme@NOUN,231,NOUN,sectarisme,4.3995437128464367e-07,1.0,substantif,1891.0,129.0
sunnite@NOUN,889,NOUN,sunnite,1.6931577319136286e-06,2.0,substantif,1653.0,367.0
coexister@VERB,1635,VERB,coexister,3.1139627577939063e-06,1.0,verbe,1554.0,466.0
phénomène@NOUN,35329,NOUN,phénomène,6.72863549052605e-05,5.0,substantif,1557.0,463.0
tribal@ADJ,2670,ADJ,tribal,5.085186888874453e-06,2.0,adjectif,1872.0,148.0
démissionne@VERB,12554,VERB,démissionne,2.3909901199599207e-05,1.0,verbe,1793.0,227.0
conformément@ADV,9733,ADV,conformément,1.853712508966856e-05,1.0,adverbe,1503.0,517.0
combat@NOUN,101144,NOUN,combat,0.00019263525943382683,7.0,substantif,1538.0,482.0
sécuritaire@ADJ,1277,ADJ,sécuritaire,2.4321287105216013e-06,1.0,adjectif,1984.0,36.0
affrontement@NOUN,11997,NOUN,affrontement,2.2849058841133637e-05,1.0,substantif,1540.0,480.0
sanctionne@VERB,438,VERB,sanctionne,8.341991975007529e-07,1.0,verbe,1777.0,243.0
présidentiel@ADJ,23630,ADJ,présidentiel,4.5004856248727836e-05,1.0,adjectif,1546.0,474.0
aéroport@NOUN,29703,NOUN,aéroport,5.657127571544489e-05,1.0,substantif,1922.0,98.0
révolutionnaire@NOUN,4396,NOUN,révolutionnaire,8.372465005053218e-06,3.0,substantif,1790.0,230.0
ultimatum@NOUN,1592,NOUN,ultimatum,3.0320664895461156e-06,2.0,substantif,1740.0,280.0
constitutionnel@ADJ,15443,ADJ,constitutionnel,2.9412187687224034e-05,5.0,adjectif,1720.0,300.0
démissionnaire@ADJ,721,ADJ,démissionnaire,1.3731909164338879e-06,2.0,adjectif,1752.0,268.0
initialement@ADV,32726,ADV,initialement,6.232877382970237e-05,1.0,adverbe,1851.0,169.0
révolutionnaire@ADJ,16228,ADJ,révolutionnaire,3.090727072384068e-05,3.0,adjectif,1790.0,230.0
remplacement@NOUN,19908,NOUN,remplacement,3.791606763434929e-05,3.0,substantif,1549.0,471.0
national@ADJ,312812,ADJ,national,0.000595770592165766,3.0,adjectif,1534.0,486.0
consultatif@ADJ,4752,ADJ,consultatif,9.050489923569812e-06,1.0,adjectif,1608.0,412.0
véhicule@NOUN,42922,NOUN,véhicule,8.174771222631807e-05,10.0,substantif,1538.0,482.0
américain@NOUN,18307,NOUN,américain,3.486686006540248e-05,3.0,substantif,1576.0,444.0
milicien@NOUN,2678,NOUN,milicien,5.100423403897297e-06,1.0,substantif,1725.0,295.0
télévision@NOUN,54001,NOUN,télévision,0.00010284838096858027,2.0,substantif,1904.0,116.0
avion@NOUN,57101,NOUN,avion,0.00010875253053993263,1.0,substantif,1875.0,145.0
iranien@ADJ,8796,ADJ,iranien,1.675254826761786e-05,1.0,adjectif,1840.0,180.0
islamique@ADJ,13625,ADJ,islamique,2.5949689648282555e-05,1.0,adjectif,1835.0,185.0
initiative@NOUN,31856,NOUN,initiative,6.0671802820968005e-05,1.0,substantif,1567.0,453.0
coalition@NOUN,20593,NOUN,coalition,3.922069423318038e-05,2.0,substantif,1544.0,476.0
respecter@VERB,20421,VERB,respecter,3.889310916018921e-05,3.0,verbe,1554.0,466.0
loyaliste@ADJ,1235,ADJ,loyaliste,2.352137006651666e-06,2.0,adjectif,1717.0,303.0
major@NOUN,32259,NOUN,major,6.143934226524381e-05,4.0,substantif,1592.0,428.0
loyaliste@NOUN,1696,NOUN,loyaliste,3.230141184843098e-06,2.0,substantif,1717.0,303.0
contexte@NOUN,31859,NOUN,contexte,6.067751651410157e-05,1.0,substantif,1539.0,481.0
accalmie@NOUN,527,NOUN,accalmie,1.0037054271299013e-06,3.0,substantif,1783.0,237.0
bombardement@NOUN,15892,NOUN,bombardement,3.02673370928812e-05,2.0,substantif,1697.0,323.0
humanitaire@ADJ,5127,ADJ,humanitaire,9.764701565265663e-06,2.0,adjectif,1835.0,185.0
tentative@NOUN,36727,NOUN,tentative,6.994893590550263e-05,3.0,substantif,1552.0,468.0
retard@NOUN,12185,NOUN,retard,2.320711694417049e-05,2.0,substantif,1629.0,391.0
arrivée@NOUN,68101,NOUN,arrivée,0.00012970273869634423,4.0,substantif,1527.0,493.0
belligérant@NOUN,1343,NOUN,belligérant,2.5578299594600713e-06,3.0,substantif,1744.0,276.0
respectif@ADJ,9709,ADJ,respectif,1.849141554460002e-05,1.0,adjectif,1544.0,476.0
missile@NOUN,15098,NOUN,missile,2.875511297686385e-05,6.0,substantif,1636.0,384.0
officiellement@ADV,42397,ADV,officiellement,8.074781592794388e-05,1.0,adverbe,1777.0,243.0
clôturer@VERB,1859,VERB,clôturer,3.540585178433561e-06,4.0,verbe,1787.0,233.0
localité@NOUN,34542,NOUN,localité,6.578746273988814e-05,2.0,substantif,1590.0,430.0
bilan@NOUN,16416,NOUN,bilan,3.126532882687753e-05,2.0,substantif,1550.0,470.0
offensive@NOUN,14447,NOUN,offensive,2.751524156687986e-05,2.0,substantif,1550.0,470.0
suicide@VERB,3587,VERB,suicide,6.831672423368038e-06,4.0,verbe,1787.0,233.0
fissure@VERB,124,VERB,fissure,2.3616598285409444e-07,5.0,verbe,1610.0,410.0
séparatiste@NOUN,769,NOUN,séparatiste,1.4646100065709565e-06,4.0,substantif,1608.0,412.0
sudiste@ADJ,1629,ADJ,sudiste,3.1025353715267728e-06,3.0,adjectif,1865.0,155.0
capturer@VERB,25514,VERB,capturer,4.8593055536607784e-05,2.0,verbe,1550.0,470.0
ensuite@ADV,228731,ADV,ensuite,0.00043563291471128933,1.0,adverbe,1532.0,488.0
bombarder@VERB,5173,VERB,bombarder,9.85231152664702e-06,2.0,verbe,1515.0,505.0
aviation@NOUN,15103,NOUN,aviation,2.876463579875313e-05,2.0,substantif,1863.0,157.0
géopolitique@ADJ,1565,ADJ,géopolitique,2.9806432513440146e-06,2.0,adjectif,1929.0,91.0
république@NOUN,89191,NOUN,république,0.00016987000142531885,13.0,substantif,1520.0,500.0
début@NOUN,294085,NOUN,début,0.0005601038150616642,4.0,substantif,1642.0,378.0
unification@NOUN,4157,NOUN,unification,7.91727411874573e-06,2.0,substantif,1842.0,178.0
ingérence@NOUN,1226,NOUN,ingérence,2.334995927250966e-06,1.0,substantif,1860.0,160.0
international@ADJ,165523,ADJ,international,0.00031524920951579255,1.0,adjectif,1780.0,240.0
résultat@NOUN,106958,NOUN,résultat,0.0002037083967266793,1.0,substantif,1611.0,409.0
fragiliser@VERB,1724,VERB,fragiliser,3.2834689874230547e-06,1.0,verbe,1956.0,64.0
critique@NOUN,63730,NOUN,critique,0.0001213778878007374,14.0,substantif,1580.0,440.0
alimentaire@ADJ,15452,ADJ,alimentaire,2.9429328766624736e-05,3.0,adjectif,1580.0,440.0
assassinat@NOUN,16435,NOUN,assassinat,3.130151555005679e-05,1.0,substantif,1547.0,473.0
tir@NOUN,31976,NOUN,tir,6.090035054631067e-05,3.0,substantif,1660.0,360.0
intermédiaire@NOUN,19028,NOUN,intermédiaire,3.624005098183636e-05,5.0,substantif,1678.0,342.0
originaire@ADJ,36331,ADJ,originaire,6.919472841187181e-05,2.0,adjectif,1524.0,496.0
frontalier@ADJ,4331,ADJ,frontalier,8.248668320492605e-06,2.0,adjectif,1730.0,290.0
américain@ADJ,193679,ADJ,américain,0.0003688741241386948,3.0,adjectif,1576.0,444.0
musulman@ADJ,8001,ADJ,musulman,1.5238419587222658e-05,2.0,adjectif,1551.0,469.0
manque@NOUN,27380,NOUN,manque,5.2146972665686335e-05,2.0,substantif,1594.0,426.0
analyser@VERB,9774,VERB,analyser,1.8615212229160638e-05,2.0,verbe,1698.0,322.0
évolution@NOUN,44044,NOUN,évolution,8.388463345827205e-05,7.0,substantif,1536.0,484.0
stratégique@ADJ,18073,ADJ,stratégique,3.4421192000984266e-05,1.0,adjectif,1819.0,201.0
logistique@NOUN,3796,NOUN,logistique,7.229726378339859e-06,3.0,substantif,1593.0,427.0
concrétiser@VERB,3370,VERB,concrétiser,6.418381953373373e-06,1.0,verbe,1890.0,130.0
veto@NOUN,1738,NOUN,veto,3.3101328887130333e-06,2.0,substantif,1718.0,302.0
utiliser@VERB,288960,VERB,utiliser,0.0005503429226251542,2.0,verbe,1792.0,228.0
réagir@VERB,10287,VERB,réagir,1.959225375500056e-05,5.0,verbe,1516.0,504.0
communiqué@NOUN,5299,NOUN,communiqué,1.0092286638256825e-05,4.0,substantif,1816.0,204.0
exportation@NOUN,10750,NOUN,exportation,2.0474067061947705e-05,2.0,substantif,1550.0,470.0
interview@NOUN,12447,NOUN,interview,2.3706112811168657e-05,2.0,substantif,1884.0,136.0
observatoire@NOUN,11455,NOUN,observatoire,2.18167849483359e-05,2.0,substantif,1667.0,353.0
souligne@VERB,10807,VERB,souligne,2.058262723148547e-05,1.0,verbe,1704.0,316.0
tactique@ADJ,5527,ADJ,tactique,1.0526527316407903e-05,5.0,adjectif,1840.0,180.0
entraînement@NOUN,17857,NOUN,entraînement,3.400980609536746e-05,2.0,substantif,1719.0,301.0
équipement@NOUN,20337,NOUN,équipement,3.8733125752449344e-05,3.0,substantif,1671.0,349.0
balistique@ADJ,2105,ADJ,balistique,4.009108015386039e-06,3.0,adjectif,1647.0,373.0
extrêmement@ADV,17211,ADV,extrêmement,3.2779457507272734e-05,3.0,adverbe,1549.0,471.0
mandataire@NOUN,1243,NOUN,mandataire,2.367373521674511e-06,1.0,substantif,1528.0,492.0
analyste@NOUN,2696,NOUN,analyste,5.134705562698699e-06,3.0,substantif,1638.0,382.0
iranien@NOUN,806,NOUN,iranien,1.535078888551614e-06,1.0,substantif,1840.0,180.0
choléra@NOUN,2531,NOUN,choléra,4.820452440352524e-06,1.0,substantif,1546.0,474.0
constater@VERB,14966,VERB,constater,2.8503710478986913e-05,4.0,verbe,1726.0,294.0
sévèrement@ADV,2937,ADV,sévèrement,5.593705577761898e-06,2.0,adverbe,1539.0,481.0
carburant@NOUN,5685,NOUN,carburant,1.0827448488109087e-05,2.0,substantif,1905.0,115.0
planifier@VERB,5462,VERB,planifier,1.0402730631847288e-05,3.0,verbe,1938.0,82.0
bus@NOUN,20369,NOUN,bus,3.8794071812540725e-05,2.0,substantif,1906.0,114.0
congrès@NOUN,32662,NOUN,congrès,6.220688170951961e-05,3.0,substantif,1611.0,409.0
risque@NOUN,45587,NOUN,risque,8.682337629330324e-05,3.0,substantif,1578.0,442.0
languedocien@ADJ,320,ADJ,languedocien,6.094606009137921e-07,3.0,adjectif,1714.0,306.0
colline@NOUN,27705,NOUN,colline,5.2765956088489406e-05,1.0,substantif,1555.0,465.0
hectare@NOUN,28516,NOUN,hectare,5.4310557798930296e-05,6.0,substantif,1795.0,225.0
mètre@NOUN,146556,NOUN,mètre,0.00027912533696100534,9.0,substantif,1791.0,229.0
époque@NOUN,222980,NOUN,époque,0.00042467976497424174,5.0,substantif,1637.0,383.0
recensement@NOUN,21225,NOUN,recensement,4.0424378919985115e-05,2.0,substantif,1611.0,409.0
départemental@ADJ,36682,ADJ,départemental,6.986323050849913e-05,1.0,adjectif,1790.0,230.0
viticulture@NOUN,2129,NOUN,viticulture,4.054817560454573e-06,1.0,substantif,1845.0,175.0
coopératif@ADJ,3942,ADJ,coopératif,7.507792777506776e-06,2.0,adjectif,1550.0,470.0
vinification@NOUN,1310,NOUN,vinification,2.4949793349908363e-06,2.0,substantif,1791.0,229.0
éducation@NOUN,49783,NOUN,éducation,9.481492842278535e-05,6.0,substantif,1527.0,493.0
tourisme@NOUN,19795,NOUN,tourisme,3.7700851859651606e-05,2.0,substantif,1811.0,209.0
championnat@NOUN,168115,NOUN,championnat,0.00032018584038319425,1.0,substantif,1877.0,143.0
rugby@NOUN,16604,NOUN,rugby,3.1623386929914384e-05,1.0,substantif,1823.0,197.0
série@NOUN,238297,NOUN,série,0.00045385197754985597,8.0,substantif,1715.0,305.0
fédéral@ADJ,47046,ADJ,fédéral,8.960213572059457e-05,3.0,adjectif,1707.0,313.0
remarquer@VERB,29345,VERB,remarquer,5.588944166817259e-05,4.0,verbe,1549.0,471.0
jules@NOUN,1196,NOUN,jules,2.2778589959152977e-06,1.0,substantif,1866.0,154.0
traditionnel@ADJ,53384,ADJ,traditionnel,0.00010167326474744337,1.0,adjectif,1700.0,320.0
disséminer@VERB,2134,VERB,disséminer,4.064340382343851e-06,1.0,verbe,1503.0,517.0
campagne@NOUN,97334,NOUN,campagne,0.000185378869154197,3.0,substantif,1536.0,484.0
hindou@ADJ,1490,ADJ,hindou,2.8378009230048444e-06,1.0,adjectif,1653.0,367.0
dialecte@NOUN,7366,NOUN,dialecte,1.4029021207284351e-05,1.0,substantif,1550.0,470.0
référence@NOUN,71146,NOUN,référence,0.00013550213722691453,9.0,substantif,1612.0,408.0
rituel@NOUN,6932,NOUN,rituel,1.3202440267295021e-05,2.0,substantif,1564.0,456.0
sillage@NOUN,2379,NOUN,sillage,4.530958654918473e-06,3.0,substantif,1574.0,446.0
représentant@NOUN,61494,NOUN,représentant,0.00011711928185185228,5.0,substantif,1599.0,421.0
rapidement@ADV,87521,ADV,rapidement,0.0001666893789143,2.0,adverbe,1611.0,409.0
rituel@ADJ,4839,ADJ,rituel,9.21618702444325e-06,2.0,adjectif,1564.0,456.0
institutionnel@ADJ,5929,ADJ,institutionnel,1.1292162196305853e-05,1.0,adjectif,1933.0,87.0
graphique@ADJ,12307,ADJ,graphique,2.3439473798268872e-05,5.0,adjectif,1757.0,263.0
visuel@ADJ,8171,ADJ,visuel,1.5562195531458108e-05,3.0,adjectif,1545.0,475.0
pictogramme@NOUN,468,NOUN,pictogramme,8.913361288364209e-07,1.0,substantif,1924.0,96.0
inverser@VERB,4953,VERB,inverser,9.433307363518788e-06,1.0,verbe,1840.0,180.0
placer@VERB,87160,VERB,placer,0.00016600183117389413,13.0,verbe,1564.0,456.0
bambou@NOUN,2569,NOUN,bambou,4.892825886711037e-06,2.0,substantif,1550.0,470.0
ravageur@NOUN,821,NOUN,ravageur,1.5636473542194478e-06,2.0,substantif,1578.0,442.0
molécule@NOUN,10180,NOUN,molécule,1.938846536657001e-05,3.0,substantif,1674.0,346.0
déclenche@VERB,4528,VERB,déclenche,8.623867502930158e-06,2.0,verbe,1625.0,395.0
mécanisme@NOUN,17152,NOUN,mécanisme,3.2667088208979255e-05,5.0,substantif,1701.0,319.0
stimulateur@NOUN,219,NOUN,stimulateur,4.1709959875037645e-07,1.0,substantif,1549.0,471.0
organisme@NOUN,29956,NOUN,organisme,5.7053130503042364e-05,4.0,substantif,1729.0,291.0
insecte@NOUN,11775,NOUN,insecte,2.2426245549249694e-05,1.0,substantif,1553.0,467.0
chitine@NOUN,204,NOUN,chitine,3.8853113308254244e-07,1.0,substantif,1821.0,199.0
pectine@NOUN,179,NOUN,pectine,3.4091702363615246e-07,1.0,substantif,1831.0,189.0
cellule@NOUN,31940,NOUN,cellule,6.083178622870787e-05,1.0,substantif,1503.0,517.0
végétal@NOUN,5698,NOUN,végétal,1.085220782502121e-05,3.0,substantif,1575.0,445.0
algue@NOUN,4230,NOUN,algue,8.05630731832919e-06,2.0,substantif,1542.0,478.0
mimétisme@NOUN,535,NOUN,mimétisme,1.018941942152746e-06,3.0,substantif,1874.0,146.0
utilisation@NOUN,58393,NOUN,utilisation,0.00011121322771612206,1.0,substantif,1796.0,224.0
biotique@ADJ,242,ADJ,biotique,4.609045794410553e-07,3.0,adjectif,1845.0,175.0
pathogène@ADJ,1579,ADJ,pathogène,3.007307152633993e-06,1.0,adjectif,1878.0,142.0
abiotique@ADJ,355,ADJ,abiotique,6.761203541387381e-07,2.0,adjectif,1874.0,146.0
hydrique@ADJ,815,ADJ,hydrique,1.5522199679523143e-06,1.0,adjectif,1826.0,194.0
évolutif@ADJ,2497,ADJ,évolutif,4.755697251505434e-06,2.0,adjectif,1830.0,190.0
processus@NOUN,39635,NOUN,processus,7.548740911630671e-05,7.0,substantif,1555.0,465.0
complexe@ADJ,24291,ADJ,complexe,4.626377330249039e-05,8.0,adjectif,1564.0,456.0
contact@NOUN,38683,NOUN,contact,7.367426382858818e-05,3.0,substantif,1586.0,434.0
basal@ADJ,1546,ADJ,basal,2.944456528164758e-06,1.0,adjectif,1838.0,182.0
secrète@VERB,1188,VERB,secrète,2.262622480892453e-06,3.0,verbe,1776.0,244.0
effecteur@NOUN,149,NOUN,effecteur,2.8378009230048444e-07,10.0,substantif,1791.0,229.0
contrer@VERB,5453,VERB,contrer,1.0385589552446588e-05,3.0,verbe,1838.0,182.0
antagoniste@ADJ,724,ADJ,antagoniste,1.3789046095674546e-06,3.0,adjectif,1575.0,445.0
amplifier@VERB,2644,VERB,amplifier,5.035668215050207e-06,3.0,verbe,1575.0,445.0
cellulaire@ADJ,5823,ADJ,cellulaire,1.109027837225316e-05,4.0,adjectif,1740.0,280.0
hypersensible@ADJ,102,ADJ,hypersensible,1.9426556654127122e-07,2.0,adjectif,1905.0,115.0
balnéaire@ADJ,3391,ADJ,balnéaire,6.458377805308341e-06,1.0,adjectif,1865.0,155.0
kilomètre@NOUN,257709,NOUN,kilomètre,0.0004908233812527889,7.0,substantif,1795.0,225.0
kitsch@NOUN,266,NOUN,kitsch,5.066141245095897e-07,2.0,substantif,1870.0,150.0
baignade@NOUN,1224,NOUN,baignade,2.3311867984952546e-06,1.0,substantif,1796.0,224.0
culte@NOUN,30474,NOUN,culte,5.8039694850771564e-05,4.0,substantif,1570.0,450.0
fonctionnaire@NOUN,13668,NOUN,fonctionnaire,2.6031585916530346e-05,1.0,substantif,1770.0,250.0
placarder@VERB,338,VERB,placarder,6.437427597151929e-07,3.0,verbe,1611.0,409.0
christianisation@NOUN,1190,NOUN,christianisation,2.2664316096481642e-06,1.0,substantif,1833.0,187.0
paganisme@NOUN,1058,NOUN,paganisme,2.015029111771225e-06,1.0,substantif,1546.0,474.0
minoritaire@ADJ,4157,ADJ,minoritaire,7.91727411874573e-06,2.0,adjectif,1920.0,100.0
idéologique@ADJ,5734,ADJ,idéologique,1.0920772142624011e-05,1.0,adjectif,1801.0,219.0
christianiser@VERB,928,VERB,christianiser,1.767435742649997e-06,2.0,verbe,1575.0,445.0
pourcentage@NOUN,5426,NOUN,pourcentage,1.0334166314244487e-05,1.0,substantif,1842.0,178.0
enthousiaste@ADJ,2056,ADJ,enthousiaste,3.915784360871114e-06,3.0,adjectif,1544.0,476.0
administratif@ADJ,40824,ADJ,administratif,7.775193616157702e-05,1.0,adjectif,1790.0,230.0
entraîner@VERB,38503,VERB,entraîner,7.333144224057418e-05,6.0,verbe,1542.0,478.0
apogée@NOUN,7898,NOUN,apogée,1.504224945630353e-05,2.0,substantif,1557.0,463.0
polythéiste@ADJ,251,ADJ,polythéiste,4.780456588417557e-07,2.0,adjectif,1619.0,401.0
sens@NOUN,69608,NOUN,sens,0.00013257291721377262,1.0,substantif,1802.0,218.0
système@NOUN,173589,NOUN,système,0.0003306114257875758,7.0,substantif,1552.0,468.0
polythéisme@NOUN,169,NOUN,polythéisme,3.2187137985759644e-07,1.0,substantif,1580.0,440.0
véhiculer@VERB,2215,VERB,véhiculer,4.218610096950155e-06,2.0,verbe,1835.0,185.0
monothéiste@ADJ,471,ADJ,monothéiste,8.970498219699878e-07,2.0,adjectif,1738.0,282.0
adepte@NOUN,5073,NOUN,adepte,9.66185508886146e-06,3.0,substantif,1630.0,390.0
désintéressement@NOUN,325,NOUN,désintéressement,6.189834228030701e-07,1.0,substantif,1656.0,364.0
souligner@VERB,14355,VERB,souligner,2.734002164411714e-05,2.0,verbe,1704.0,316.0
cathédrale@NOUN,39161,NOUN,cathédrale,7.458464560120316e-05,2.0,substantif,1666.0,354.0
indépendant@ADJ,33089,ADJ,indépendant,6.302013069886395e-05,4.0,adjectif,1584.0,436.0
capital@NOUN,17367,NOUN,capital,3.307656955021821e-05,8.0,substantif,1567.0,453.0
patiner@VERB,707,VERB,patiner,1.3465270151439094e-06,3.0,verbe,1732.0,288.0
ingénieur@NOUN,38360,NOUN,ingénieur,7.305908953454083e-05,1.0,substantif,1537.0,483.0
saxe@NOUN,8062,NOUN,saxe,1.535459801427185e-05,1.0,substantif,1847.0,173.0
filon@NOUN,1085,NOUN,filon,2.0664523499733263e-06,2.0,substantif,1537.0,483.0
investissement@NOUN,18691,NOUN,investissement,3.5598212786499026e-05,2.0,substantif,1704.0,316.0
optimiste@ADJ,1548,ADJ,optimiste,2.948265656920469e-06,3.0,adjectif,1752.0,268.0
commercial@ADJ,60592,ADJ,commercial,0.00011540136478302653,2.0,adjectif,1749.0,271.0
associé@NOUN,4927,NOUN,associé,9.383788689694543e-06,4.0,substantif,1510.0,510.0
insistance@NOUN,2394,NOUN,insistance,4.559527120586307e-06,1.0,substantif,1556.0,464.0
médailler@VERB,7854,VERB,médailler,1.4958448623677884e-05,1.0,verbe,1867.0,153.0
catégorie@NOUN,52445,NOUN,catégorie,9.988487879663695e-05,3.0,substantif,1564.0,456.0
unitaire@ADJ,4122,ADJ,unitaire,7.850614365520784e-06,4.0,adjectif,1688.0,332.0
communautaire@ADJ,10977,ADJ,communautaire,2.0906403175720924e-05,3.0,adjectif,1842.0,178.0
gérer@VERB,37914,VERB,gérer,7.220965382201722e-05,2.0,verbe,1558.0,462.0
hawaïen@NOUN,322,NOUN,hawaïen,6.132697296695033e-07,2.0,substantif,1825.0,195.0
cône@NOUN,4206,NOUN,cône,8.010597773260654e-06,8.0,substantif,1552.0,468.0
plateau@NOUN,32491,NOUN,plateau,6.18812012009063e-05,11.0,substantif,1718.0,302.0
ensemble@NOUN,167901,NOUN,ensemble,0.00031977826360633316,10.0,substantif,1669.0,351.0
regrouper@VERB,31955,VERB,regrouper,6.086035469437571e-05,3.0,verbe,1899.0,121.0
toponyme@NOUN,13914,NOUN,toponyme,2.6500108753482823e-05,1.0,substantif,1876.0,144.0
volcanique@ADJ,6791,ADJ,volcanique,1.2933896690017382e-05,3.0,adjectif,1778.0,242.0
cratère@NOUN,5932,NOUN,cratère,1.129787588943942e-05,4.0,substantif,1502.0,518.0
culminer@VERB,9570,VERB,culminer,1.8226681096078094e-05,2.0,verbe,1708.0,312.0
caractéristique@NOUN,56186,NOUN,caractéristique,0.00010700985413419476,5.0,substantif,1550.0,470.0
élevé@ADJ,68066,ADJ,élevé,0.0001296360789431193,4.0,adjectif,1950.0,70.0
immerger@VERB,1900,VERB,immerger,3.6186723179256406e-06,1.0,verbe,1501.0,519.0
océanique@ADJ,5274,ADJ,océanique,1.0044672528810435e-05,1.0,adjectif,1548.0,472.0
lave@NOUN,4122,NOUN,lave,7.850614365520784e-06,3.0,substantif,1739.0,281.0
maximal@ADJ,18268,ADJ,maximal,3.4792582054666104e-05,1.0,adjectif,1877.0,143.0
perméable@ADJ,593,ADJ,perméable,1.129406676068371e-06,1.0,adjectif,1556.0,464.0
interaction@NOUN,11172,NOUN,interaction,2.1277793229402766e-05,2.0,substantif,1876.0,144.0
magma@NOUN,1037,NOUN,magma,1.9750332598362576e-06,2.0,substantif,1694.0,326.0
imperméabilité@NOUN,143,NOUN,imperméabilité,2.7235270603335086e-07,1.0,substantif,1779.0,241.0
caractériser@VERB,62790,VERB,caractériser,0.00011958759728555313,3.0,verbe,1512.0,508.0
silice@NOUN,1262,NOUN,silice,2.4035602448537676e-06,2.0,substantif,1787.0,233.0
phrase@NOUN,12321,NOUN,phrase,2.346613769955885e-05,7.0,substantif,1530.0,490.0
volumineux@ADJ,1823,ADJ,volumineux,3.472020860830759e-06,2.0,adjectif,1676.0,344.0
hawaïen@ADJ,666,ADJ,hawaïen,1.2684398756518299e-06,2.0,adjectif,1825.0,195.0
glaciation@NOUN,2149,NOUN,glaciation,4.092908848011685e-06,2.0,substantif,1590.0,430.0
tropical@ADJ,11613,ADJ,tropical,2.2117706120037088e-05,2.0,adjectif,1801.0,219.0
température@NOUN,28848,NOUN,température,5.494287317237836e-05,3.0,substantif,1538.0,482.0
glaciaire@ADJ,4238,ADJ,glaciaire,8.071543833352033e-06,1.0,adjectif,1847.0,173.0
moraine@NOUN,903,NOUN,moraine,1.719821633203607e-06,2.0,substantif,1779.0,241.0
glacier@NOUN,7029,NOUN,glacier,1.3387183011947015e-05,3.0,substantif,1757.0,263.0
datation@NOUN,4792,NOUN,datation,9.126672498684036e-06,1.0,substantif,1943.0,77.0
carbone@NOUN,12598,NOUN,carbone,2.3993702032224853e-05,3.0,substantif,1787.0,233.0
prélever@VERB,5368,VERB,prélever,1.0223701580328862e-05,1.0,verbe,1629.0,391.0
indique@VERB,34310,VERB,indique,6.534560380422565e-05,1.0,verbe,1611.0,409.0
avancée@NOUN,9132,NOUN,avancée,1.7392481898577343e-05,6.0,substantif,1782.0,238.0
pergélisol@NOUN,367,NOUN,pergélisol,6.989751266730053e-07,1.0,substantif,1943.0,77.0
ruissellement@NOUN,1037,NOUN,ruissellement,1.9750332598362576e-06,2.0,substantif,1613.0,407.0
versant@NOUN,10066,NOUN,versant,1.9171345027494473e-05,2.0,substantif,1800.0,220.0
érosion@NOUN,6432,NOUN,érosion,1.225015807836722e-05,2.0,substantif,1541.0,479.0
similaire@ADJ,31649,ADJ,similaire,6.027755799475189e-05,4.0,adjectif,1515.0,505.0
isolement@NOUN,5103,NOUN,isolement,9.718992020197127e-06,4.0,substantif,1701.0,319.0
géographique@ADJ,20561,ADJ,géographique,3.9159748173088996e-05,1.0,adjectif,1532.0,488.0
influencer@VERB,26079,VERB,influencer,4.96691344100962e-05,1.0,verbe,1771.0,249.0
isoler@VERB,8408,VERB,isoler,1.6013577289009887e-05,7.0,verbe,1653.0,367.0
endémisme@NOUN,226,NOUN,endémisme,4.304315493953657e-07,1.0,substantif,1908.0,112.0
spéciation@NOUN,368,NOUN,spéciation,7.008796910508609e-07,1.0,substantif,1907.0,113.0
vulnérable@ADJ,5250,ADJ,vulnérable,9.998962983741901e-06,2.0,adjectif,1676.0,344.0
flore@NOUN,7420,NOUN,flore,1.4131867683688555e-05,7.0,substantif,1778.0,242.0
